rp_id,label,floor,wing,orientation,survey_date,n_readings,n_anchors_seen,vector
67,"Près de UMC4 chambre 452,chambre 426P-426F (STOCK),chambre 427P-427F(salon des familles)",E4,B,NORD,2026-04-11,217761,19,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.71835327148438, -100.0, -100.0, -100.0, -96.08381652832031, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.59430694580078, -100.0, -100.0, -95.15559387207031, -100.0, -100.0, -100.0, -100.0, -97.0, -97.68974304199219, -95.64214324951172, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -62.68287658691406, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -66.67192077636719, -86.18257904052734, -100.0, -100.0, -96.18181610107422, -90.20580291748047, -100.0, -100.0, -94.92675018310547, -100.0, -100.0, -100.0, -100.0, -97.0, -100.0, -100.0, -83.93104553222656, -100.0, -100.0, -100.0, -100.0, -100.0, -78.25241088867188, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -79.6672134399414, -100.0, -100.0, -91.63885498046875, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.51081848144531]"
68,"Près de UMC4 chambre 452,chambre 426P-426F (STOCK),chambre 427P-427F(salon des familles)",E4,B,NORD,2026-04-12,215802,20,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.38240051269531, -100.0, -100.0, -100.0, -95.89877319335938, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -88.47427368164062, -100.0, -100.0, -95.048583984375, -100.0, -100.0, -100.0, -100.0, -96.73076629638672, -96.71651458740234, -96.14641571044922, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -62.89076232910156, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -66.25059509277344, -83.83741760253906, -100.0, -100.0, -97.33018493652344, -89.85228729248047, -100.0, -100.0, -95.12240600585938, -100.0, -100.0, -100.0, -100.0, -96.04444122314453, -100.0, -100.0, -82.84217071533203, -100.0, -100.0, -100.0, -100.0, -101.0, -78.92241668701172, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -79.56112670898438, -100.0, -100.0, -91.4883041381836, -100.0, -100.0, -100.0, -100.0, -100.0, -99.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.02900695800781]"
69,"Près de UMC4 chambre 452,chambre 426P-426F (STOCK),chambre 427P-427F(salon des familles)",E4,B,NORD,2026-04-13,108870,19,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.30601501464844, -100.0, -100.0, -100.0, -95.78657531738281, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -88.6015853881836, -100.0, -100.0, -94.7373046875, -100.0, -100.0, -100.0, -100.0, -95.5, -96.71126556396484, -95.76313781738281, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -63.10426330566406, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -66.23453521728516, -85.96619415283203, -100.0, -100.0, -97.13442993164062, -89.79073333740234, -100.0, -100.0, -95.07935333251953, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -84.33846282958984, -100.0, -100.0, -100.0, -100.0, -98.0, -78.83390808105469, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -78.56563568115234, -100.0, -100.0, -92.14649200439453, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.09900665283203]"
70,"Près de UMC2 chambre 450, chambre 430P-430F (UMC 7 P - UMC 8 F),chambre 431P - 431F (UMC 5 P - UMC 6 F), chambre 450 (UMC2), LOCAL SALE",E4,B,NORD,2026-04-13,6383,19,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.57954406738281, -100.0, -100.0, -100.0, -94.86441040039062, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -74.19999694824219, -100.0, -100.0, -88.49069213867188, -100.0, -100.0, -100.0, -100.0, -95.81372833251953, -100.0, -96.5999984741211, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -81.03491973876953, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -63.609375, -75.3359375, -100.0, -100.0, -95.0, -88.73055267333984, -100.0, -93.04193115234375, -96.125, -100.0, -100.0, -100.0, -100.0, -95.30000305175781, -100.0, -100.0, -78.24842834472656, -100.0, -100.0, -100.0, -100.0, -100.0, -90.74742126464844, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.13211822509766, -100.0, -100.0, -92.23076629638672, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.08000183105469]"
71,"Près de UMC1, Bureau médical, chambre 432 et bureau des infirmiers",E4,B,NORD,2026-04-13,7528,14,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.19915008544922, -100.0, -100.0, -100.0, -86.7280502319336, -100.0, -100.0, -81.01577758789062, -100.0, -100.0, -100.0, -100.0, -90.7729721069336, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.06318664550781, -100.0, -100.0, -95.96721649169922, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -72.6014404296875, -67.93757629394531, -100.0, -100.0, -100.0, -96.35922241210938, -100.0, -95.73529052734375, -100.0, -100.0, -100.0, -100.0, -100.0, -94.0776138305664, -100.0, -100.0, -69.42926025390625, -100.0, -100.0, -100.0, -100.0, -100.0, -94.39249420166016, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.82019805908203, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
72,"Près de chambre 447 STOCK , chambre 448 et  escalier 2",E4,B,NORD,2026-04-13,7055,13,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.17153930664062, -100.0, -100.0, -100.0, -95.97435760498047, -100.0, -100.0, -74.18470764160156, -100.0, -100.0, -100.0, -100.0, -78.43565368652344, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.70294189453125, -100.0, -100.0, -93.17658233642578, -96.17613983154297, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -86.79451751708984, -79.68977355957031, -100.0, -100.0, -100.0, -93.0, -100.0, -96.5, -100.0, -100.0, -100.0, -100.0, -100.0, -84.17511749267578, -100.0, -100.0, -64.71009063720703, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
73,"Près de chambre 446, chambre 445 et bureau des infirmiers",E4,B,NORD,2026-04-13,6823,12,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.59928894042969, -100.0, -100.0, -100.0, -96.3974380493164, -100.0, -100.0, -76.90254974365234, -100.0, -100.0, -100.0, -100.0, -70.66512298583984, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.58000183105469, -96.21893310546875, -100.0, -95.18115997314453, -94.36853790283203, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.68624877929688, -66.5803451538086, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -82.33804321289062, -100.0, -100.0, -65.90161895751953, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
74,"Près de chambre 434, chambre 443, chambre 444 et chambre 433",E4,B,NORD,2026-04-13,6191,12,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.86666870117188, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -75.34091186523438, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.2605209350586, -100.0, -100.0, -100.0, -100.0, -63.02625274658203, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.50598907470703, -100.0, -97.5, -87.62565612792969, -100.0, -100.0, -100.0, -100.0, -100.0, -94.98484802246094, -100.0, -95.17051696777344, -82.96821594238281, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -71.24220275878906, -100.0, -100.0, -79.48748779296875, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
75,"Près de la chambre 441, chambre 438, chambre 439, chambre 440 et chambre 437",E4,C,NORD,2026-04-13,47477,11,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.82643127441406, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -86.67291259765625, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.017333984375, -100.0, -100.0, -100.0, -100.0, -76.05361938476562, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.5622787475586, -100.0, -100.0, -78.5138931274414, -100.0, -100.0, -100.0, -100.0, -100.0, -94.83229064941406, -100.0, -96.40625, -91.14273834228516, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -68.16484832763672, -100.0, -100.0, -84.24421691894531, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
76,"Près de la chambre 441, chambre 438, chambre 439, chambre 440 et chambre 438",E4,C,NORD,2026-04-14,86531,11,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.25936126708984, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -86.11186218261719, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.03926849365234, -100.0, -100.0, -100.0, -100.0, -75.91156005859375, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.96280670166016, -100.0, -100.0, -78.3267822265625, -100.0, -100.0, -100.0, -100.0, -100.0, -94.42323303222656, -100.0, -95.72396087646484, -90.35287475585938, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -67.20187377929688, -100.0, -100.0, -85.67068481445312, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
77,"Près de l'escalier 3, chambre 438, chambre 439, chambre 440 et chambre 437",E4,C,NORD,2026-04-14,6079,9,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.1217269897461, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.35623168945312, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.56232452392578, -100.0, -100.0, -100.0, -100.0, -82.05542755126953, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -73.22421264648438, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.5, -89.69999694824219, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -57.70469665527344, -100.0, -100.0, -88.02153015136719, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
78,petit couloir vers HDJ,E4,B,NORD,2026-04-14,4015,25,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.53060913085938, -100.0, -100.0, -100.0, -96.0, -100.0, -100.0, -100.0, -89.25, -100.0, -100.0, -100.0, -85.5, -100.0, -100.0, -83.46154022216797, -100.0, -100.0, -100.0, -100.0, -85.33333587646484, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -68.98526000976562, -94.0, -100.0, -96.66666412353516, -84.14286041259766, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.83690643310547, -93.20560455322266, -100.0, -100.0, -94.75, -94.87773132324219, -100.0, -93.80000305175781, -91.70879364013672, -100.0, -100.0, -100.0, -100.0, -74.19999694824219, -100.0, -100.0, -92.576416015625, -100.0, -100.0, -100.0, -95.57546997070312, -100.0, -58.26694869995117, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.53186798095703, -100.0, -100.0, -97.10909271240234, -100.0, -100.0, -100.0, -100.0, -100.0, -90.9254150390625, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.85379791259766]"
79,"Couloir près de HDJ salle3 , ascenceurs privées et bureau responsable de la medcine et de l'umc",E4,B,NORD,2026-04-14,8422,14,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -97.12149810791016, -100.0, -100.0, -97.15384674072266, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -83.90532684326172, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.36266326904297, -100.0, -100.0, -100.0, -94.18390655517578, -96.01092529296875, -100.0, -100.0, -95.31753540039062, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.19999694824219, -100.0, -100.0, -100.0, -92.95580291748047, -100.0, -58.828189849853516, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.78264617919922, -100.0, -100.0, -95.5, -100.0, -100.0, -100.0, -100.0, -100.0, -88.16333770751953, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.35469818115234]"
80,Couloir près des ascenceurs privés et toilettes,E3,B,NORD,2026-04-14,9637,23,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -88.31139373779297, -100.0, -100.0, -95.75675964355469, -100.0, -100.0, -75.44768524169922, -100.0, -100.0, -100.0, -100.0, -100.0, -97.25, -100.0, -100.0, -95.01116943359375, -98.0, -100.0, -97.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -87.50064086914062, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.20161437988281, -100.0, -100.0, -100.0, -100.0, -92.19316101074219, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -98.0, -100.0, -100.0, -100.0, -66.20509338378906, -91.39479064941406, -100.0, -100.0, -58.715152740478516, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.58233642578125, -100.0, -94.52941131591797, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.98757934570312, -100.0, -100.0, -95.29296875, -100.0, -100.0, -94.66536712646484, -100.0, -95.46511840820312, -89.52007293701172, -100.0, -100.0, -100.0, -100.0, -84.64096069335938, -100.0, -100.0, -72.52034759521484]"
81,Couloir près des ascenceurs publiques et bureau de recherche clinique,E3,B,NORD,2026-04-14,75578,24,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -88.51667785644531, -100.0, -100.0, -88.77027130126953, -100.0, -100.0, -82.2257080078125, -95.63636016845703, -100.0, -100.0, -100.0, -100.0, -90.69709777832031, -100.0, -100.0, -86.10255432128906, -100.0, -100.0, -86.87841796875, -100.0, -100.0, -92.53699493408203, -100.0, -100.0, -100.0, -74.1513900756836, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.65963745117188, -100.0, -100.0, -100.0, -100.0, -83.27009582519531, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -97.0, -100.0, -100.0, -100.0, -75.71919250488281, -81.24950408935547, -100.0, -100.0, -67.49758911132812, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.31358337402344, -100.0, -95.57257843017578, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.28571319580078, -100.0, -81.6070785522461, -100.0, -100.0, -90.02415466308594, -100.0, -100.0, -78.60858154296875, -100.0, -100.0, -90.18702697753906, -100.0, -100.0, -100.0, -100.0, -89.02993774414062, -100.0, -100.0, -84.72157287597656]"
82,Couloir près des ascenceurs publiques et bureau de recherche clinique,E3,B,NORD,2026-04-15,141969,26,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -88.30818939208984, -100.0, -100.0, -88.96525573730469, -100.0, -100.0, -82.69548034667969, -96.0, -100.0, -100.0, -100.0, -100.0, -90.94074249267578, -100.0, -100.0, -86.52490997314453, -100.0, -100.0, -86.79742431640625, -100.0, -100.0, -91.09557342529297, -100.0, -100.0, -100.0, -74.35274505615234, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.87112426757812, -100.0, -100.0, -100.0, -100.0, -83.21257781982422, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -97.0, -100.0, -100.0, -100.0, -75.94438171386719, -81.27308654785156, -100.0, -94.5, -67.2491683959961, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.39179992675781, -100.0, -95.3296127319336, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.77647399902344, -100.0, -81.95855712890625, -100.0, -100.0, -89.66706085205078, -100.0, -100.0, -78.78087615966797, -100.0, -95.375, -91.03697967529297, -100.0, -100.0, -100.0, -100.0, -88.37384033203125, -100.0, -100.0, -84.7042007446289]"
83,Petit couloir près de terrace ,E3,A,SUD,2026-04-15,11154,24,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.25471496582031, -100.0, -100.0, -93.59896087646484, -100.0, -100.0, -90.6468505859375, -100.0, -100.0, -100.0, -100.0, -100.0, -85.17308044433594, -100.0, -100.0, -88.67044067382812, -100.0, -100.0, -89.71528625488281, -100.0, -100.0, -84.5870132446289, -100.0, -100.0, -100.0, -60.34843063354492, -97.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.3033676147461, -100.0, -95.25, -100.0, -100.0, -68.318603515625, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -84.59449768066406, -74.06791687011719, -100.0, -100.0, -74.49463653564453, -100.0, -100.0, -96.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.5625, -100.0, -100.0, -100.0, -94.63636016845703, -100.0, -87.53815460205078, -100.0, -100.0, -94.57499694824219, -100.0, -100.0, -80.30614471435547, -100.0, -100.0, -92.6402359008789, -100.0, -100.0, -100.0, -100.0, -95.81818389892578, -100.0, -100.0, -91.18585968017578]"
84,"Près de chambre 304, chambre 303, chambre 301 et chambre 302",E3,A,SUD,2026-04-15,5676,26,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -88.30445098876953, -100.0, -100.0, -100.0, -100.0, -93.53845977783203, -100.0, -100.0, -100.0, -100.0, -100.0, -86.0526351928711, -94.19999694824219, -100.0, -95.0, -100.0, -100.0, -92.5999984741211, -97.36363983154297, -100.0, -74.53741455078125, -100.0, -100.0, -100.0, -70.01809692382812, -92.24513244628906, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.45488739013672, -100.0, -100.0, -82.77570343017578, -100.0, -100.0, -100.0, -100.0, -100.0, -95.96428680419922, -100.0, -100.0, -100.0, -100.0, -89.24089813232422, -87.03773498535156, -100.0, -100.0, -85.85922241210938, -100.0, -100.0, -90.46849060058594, -100.0, -100.0, -100.0, -100.0, -100.0, -93.9056625366211, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.56401062011719, -100.0, -100.0, -100.0, -82.40553283691406, -100.0, -92.84269714355469, -100.0, -100.0, -91.19999694824219, -100.0, -100.0, -68.1512451171875, -100.0, -100.0, -92.0, -100.0, -100.0, -95.42857360839844, -100.0, -100.0, -100.0, -100.0, -94.08333587646484]"
85,"Près de chambre 308, chambre 309, chambre 307 et STOCK",E3,A,SUD,2026-04-15,6505,23,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -74.9840316772461, -100.0, -100.0, -100.0, -100.0, -98.0, -100.0, -100.0, -96.21052551269531, -100.0, -100.0, -86.76923370361328, -85.98064422607422, -100.0, -100.0, -100.0, -96.5, -100.0, -93.4437484741211, -100.0, -64.63220977783203, -100.0, -100.0, -100.0, -78.85627746582031, -91.0886459350586, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -87.38137817382812, -100.0, -100.0, -91.93877410888672, -100.0, -100.0, -100.0, -100.0, -100.0, -88.6372299194336, -100.0, -100.0, -100.0, -100.0, -90.08333587646484, -91.32569122314453, -100.0, -100.0, -92.9000015258789, -100.0, -100.0, -75.9800033569336, -100.0, -100.0, -100.0, -100.0, -100.0, -88.97342681884766, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.002685546875, -95.27906799316406, -100.0, -100.0, -76.97410583496094, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -71.28968048095703, -100.0, -100.0, -100.0, -100.0, -100.0, -91.4661636352539, -100.0, -100.0, -100.0, -100.0, -100.0]"
86,"Près de chambre 313, chambre 312, chambre 311 et chambre 310",E3,A,SUD,2026-04-15,87615,22,"[-100.0, -94.90039825439453, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.08405303955078, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.63636016845703, -100.0, -100.0, -100.0, -77.85124206542969, -100.0, -100.0, -100.0, -93.26017761230469, -100.0, -90.78590393066406, -100.0, -57.459197998046875, -100.0, -100.0, -100.0, -83.8004150390625, -89.9804916381836, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -83.87268829345703, -100.0, -100.0, -94.24336242675781, -100.0, -100.0, -100.0, -100.0, -100.0, -80.10923767089844, -100.0, -100.0, -100.0, -100.0, -100.0, -95.72058868408203, -100.0, -100.0, -96.23529052734375, -100.0, -100.0, -71.4534912109375, -100.0, -100.0, -100.0, -100.0, -100.0, -81.9847640991211, -100.0, -100.0, -100.0, -100.0, -100.0, -96.71428680419922, -100.0, -86.78990936279297, -90.35525512695312, -100.0, -100.0, -84.26382446289062, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -73.23682403564453, -100.0, -100.0, -100.0, -100.0, -100.0, -84.35969543457031, -100.0, -100.0, -100.0, -100.0, -100.0]"
