rp_id,label,floor,wing,orientation,survey_date,n_readings,n_anchors_seen,vector
21,Prés de salle opératoire 9,RDC,C,Bloc opératoire général,2026-04-08,476,19,"[-100.0, -100.0, -100.0, -100.0, -100.0, -90.18181610107422, -100.0, -100.0, -92.80000305175781, -100.0, -82.07691955566406, -100.0, -78.64444732666016, -100.0, -100.0, -87.63888549804688, -94.0, -96.0, -100.0, -100.0, -100.0, -100.0, -90.9375, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.5, -100.0, -100.0, -100.0, -100.0, -98.0, -72.66666412353516, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -79.97777557373047, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.88235473632812, -100.0, -70.64444732666016, -100.0, -94.0, -100.0, -100.0, -100.0, -87.77777862548828, -100.0, -100.0, -100.0, -100.0, -100.0, -95.0, -100.0, -100.0, -100.0, -100.0, -100.0, -76.56818389892578, -100.0, -100.0, -100.0, -100.0, -92.1515121459961, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
22,Couloir de la salle opératoire 9,RDC,C,Bloc opératoire général,2026-04-08,434,14,"[-100.0, -100.0, -100.0, -100.0, -100.0, -94.4000015258789, -100.0, -100.0, -84.18367004394531, -100.0, -90.48837280273438, -100.0, -89.82051086425781, -100.0, -100.0, -83.46939086914062, -95.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.97618865966797, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -84.59183502197266, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -80.87754821777344, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.5, -100.0, -56.91999816894531, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.75, -100.0, -100.0, -100.0, -100.0, -100.0, -78.2978744506836, -100.0, -100.0, -100.0, -100.0, -95.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
23,Entre la salle opératoire 8 et la salle opératoire 10,RDC,C,Bloc opératoire général,2026-04-08,400,16,"[-100.0, -100.0, -100.0, -100.0, -100.0, -88.80000305175781, -100.0, -100.0, -90.0, -100.0, -76.09756469726562, -100.0, -84.34146118164062, -100.0, -100.0, -92.42857360839844, -92.0740737915039, -100.0, -100.0, -100.0, -100.0, -100.0, -94.19999694824219, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -97.0, -100.0, -100.0, -100.0, -100.0, -100.0, -76.67500305175781, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.10810852050781, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -87.57894897460938, -100.0, -79.64102935791016, -100.0, -100.0, -100.0, -100.0, -100.0, -93.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.25, -100.0, -100.0, -100.0, -100.0, -100.0, -60.5121955871582, -100.0, -100.0, -100.0, -100.0, -93.60869598388672, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
24,Près de la salle opératoire 7,RDC,C,Bloc opératoire général,2026-04-08,239,11,"[-100.0, -100.0, -100.0, -100.0, -100.0, -91.0999984741211, -100.0, -100.0, -100.0, -100.0, -70.14705657958984, -100.0, -90.48387145996094, -100.0, -100.0, -94.0, -93.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.17646789550781, -100.0, -100.0, -100.0, -100.0, -100.0, -86.97058868408203, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.36363983154297, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.69999694824219, -100.0, -81.76470947265625, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -67.26470947265625, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
25,Près de la salle opératoire 6,RDC,C,Bloc opératoire général,2026-04-08,210,9,"[-100.0, -100.0, -100.0, -100.0, -100.0, -95.0, -100.0, -100.0, -100.0, -100.0, -62.630435943603516, -100.0, -98.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -80.4772720336914, -100.0, -100.0, -100.0, -100.0, -100.0, -95.25, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -88.11904907226562, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.09091186523438, -100.0, -82.53488159179688, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
26,Près de la salle opératoire 5,RDC,C,Bloc opératoire général,2026-04-08,234,13,"[-100.0, -100.0, -100.0, -100.0, -100.0, -91.88571166992188, -100.0, -100.0, -100.0, -95.5999984741211, -67.6956558227539, -100.0, -94.71428680419922, -100.0, -100.0, -100.0, -91.5, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -72.45454406738281, -100.0, -100.0, -100.0, -100.0, -100.0, -78.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.5, -100.0, -100.0, -96.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.0, -100.0, -92.80952453613281, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.32142639160156, -100.0, -90.54838562011719, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
27,Près de la salle opératoire 4 et du stock opératoire,RDC,C,Bloc opératoire général,2026-04-08,258,11,"[-100.0, -100.0, -100.0, -100.0, -100.0, -84.02222442626953, -100.0, -100.0, -100.0, -100.0, -71.47916412353516, -100.0, -89.41666412353516, -100.0, -100.0, -95.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -66.22916412353516, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.68000030517578, -96.75, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.55555725097656, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.8499984741211, -100.0, -91.53845977783203, -100.0, -100.0, -100.0, -100.0, -100.0, -96.88888549804688, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
28,Près de la salle opératoire 3,RDC,C,Bloc opératoire général,2026-04-08,277,14,"[-100.0, -100.0, -100.0, -100.0, -100.0, -87.16278839111328, -100.0, -100.0, -100.0, -100.0, -77.79545593261719, -100.0, -90.875, -100.0, -92.64286041259766, -94.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -64.45454406738281, -100.0, -100.0, -100.0, -100.0, -100.0, -94.5, -100.0, -100.0, -100.0, -100.0, -99.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.4000015258789, -91.42857360839844, -95.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.82758331298828, -100.0, -100.0, -100.0, -100.0, -100.0, -96.66666412353516, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
29,Près de la salle opératoire 2,RDC,C,Bloc opératoire général,2026-04-08,345,13,"[-100.0, -100.0, -100.0, -100.0, -100.0, -70.61538696289062, -100.0, -100.0, -100.0, -100.0, -83.09615325927734, -100.0, -77.42308044433594, -100.0, -91.66666412353516, -88.72340393066406, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -63.960784912109375, -100.0, -100.0, -100.0, -100.0, -100.0, -96.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.0, -93.53571319580078, -95.78571319580078, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.03125, -100.0, -100.0, -100.0, -100.0, -100.0, -96.16666412353516, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
30,Près de la salle opératoire 1,RDC,C,Bloc opératoire général,2026-04-08,429,15,"[-100.0, -100.0, -100.0, -100.0, -100.0, -62.622642517089844, -100.0, -100.0, -100.0, -100.0, -90.70731353759766, -100.0, -71.62264251708984, -100.0, -100.0, -83.7735824584961, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -97.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -69.15093994140625, -100.0, -100.0, -100.0, -100.0, -100.0, -94.38710021972656, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.2727279663086, -100.0, -96.0, -96.0, -93.75, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.66666412353516, -100.0, -100.0, -100.0, -100.0, -100.0, -92.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.89361572265625, -100.0, -100.0, -100.0, -100.0, -100.0, -94.17857360839844, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
31,Couloir des vestiaires,RDC,C,Bloc opératoire général,2026-04-08,482,21,"[-100.0, -100.0, -100.0, -100.0, -100.0, -67.30232238769531, -100.0, -100.0, -100.0, -100.0, -94.30000305175781, -100.0, -62.69767379760742, -100.0, -100.0, -78.81395721435547, -93.34782409667969, -100.0, -100.0, -100.0, -100.0, -100.0, -91.7727279663086, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -77.79069519042969, -100.0, -100.0, -100.0, -100.0, -100.0, -77.80952453613281, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -83.5526351928711, -100.0, -92.19230651855469, -100.0, -96.33333587646484, -100.0, -100.0, -100.0, -100.0, -94.80000305175781, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.0, -100.0, -87.74193572998047, -100.0, -100.0, -100.0, -100.0, -100.0, -81.92500305175781, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.19999694824219, -100.0, -100.0, -100.0, -100.0, -91.81818389892578, -88.0, -100.0, -94.0, -100.0, -100.0, -95.0, -91.5999984741211, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
32,"Près de l'ascenseur, salle de réveil et stock général",RDC,C,Bloc opératoire général,2026-04-08,589,17,"[-100.0, -100.0, -100.0, -100.0, -100.0, -80.77083587646484, -100.0, -100.0, -100.0, -100.0, -93.7272720336914, -100.0, -68.55319213867188, -100.0, -100.0, -86.3720932006836, -90.89473724365234, -100.0, -100.0, -100.0, -100.0, -100.0, -88.88888549804688, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -88.0250015258789, -100.0, -100.0, -100.0, -100.0, -100.0, -75.97872161865234, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -82.95833587646484, -100.0, -91.85713958740234, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.32257843017578, -100.0, -85.7727279663086, -100.0, -100.0, -100.0, -100.0, -100.0, -86.4888916015625, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -83.5952377319336, -100.0, -100.0, -100.0, -100.0, -89.47618865966797, -100.0, -100.0, -94.69999694824219, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
33,Dans le stock général,RDC,C,Bloc opératoire général,2026-04-08,426,16,"[-100.0, -100.0, -100.0, -100.0, -100.0, -71.11538696289062, -100.0, -100.0, -100.0, -100.0, -97.25, -100.0, -66.86538696289062, -100.0, -100.0, -92.82499694824219, -93.9375, -100.0, -100.0, -100.0, -100.0, -100.0, -93.18181610107422, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.89795684814453, -100.0, -100.0, -100.0, -100.0, -100.0, -87.47058868408203, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.8648681640625, -100.0, -97.66666412353516, -100.0, -97.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.0, -100.0, -93.12903594970703, -100.0, -100.0, -100.0, -100.0, -100.0, -93.70833587646484, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -83.46154022216797, -100.0, -100.0, -100.0, -100.0, -87.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
34,Près de la salle opératoire 11,RDC,C,Bloc opératoire général,2026-04-08,288,16,"[-100.0, -100.0, -100.0, -87.69230651855469, -100.0, -100.0, -100.0, -100.0, -85.0, -100.0, -100.0, -100.0, -90.66666412353516, -100.0, -100.0, -90.42857360839844, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -81.33333587646484, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.15789794921875, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.0, -88.83333587646484, -100.0, -85.96666717529297, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.04762268066406, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -82.33333587646484, -100.0, -67.5882339477539, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.53571319580078, -100.0, -100.0, -92.5, -100.0, -90.23809814453125, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.9375, -100.0, -100.0, -100.0, -100.0]"
35,Près de la salle CORO3,RDC,C,Bloc opératoire général,2026-04-08,294,11,"[-100.0, -100.0, -100.0, -79.34883880615234, -100.0, -100.0, -100.0, -100.0, -96.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.5999984741211, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.77143096923828, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.62068939208984, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -84.9534912109375, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.5, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -75.79069519042969, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.9459457397461, -100.0, -100.0, -100.0, -100.0, -89.36842346191406, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.8125, -100.0, -100.0, -100.0, -100.0]"
38,Petit couloir près de CORO3,RDC,C,Bloc opératoire général,2026-04-08,252,8,"[-100.0, -100.0, -100.0, -74.83721160888672, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.66666412353516, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.8787841796875, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -83.57142639160156, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -80.14286041259766, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.2368392944336, -100.0, -100.0, -100.0, -100.0, -92.61904907226562, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.5, -100.0, -100.0, -100.0, -100.0]"
39,Couloir près d'ascenceur publique et salle d'épreuve d'effort et de stress,E2,A,SUD,2026-04-08,592,29,"[-100.0, -100.0, -87.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -86.0, -100.0, -100.0, -100.0, -100.0, -83.2272720336914, -100.0, -58.0, -100.0, -100.0, -100.0, -73.23912811279297, -86.97222137451172, -100.0, -100.0, -96.0, -100.0, -87.875, -100.0, -100.0, -100.0, -87.5, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -84.5999984741211, -84.5128173828125, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.0, -100.0, -93.33333587646484, -100.0, -75.86363983154297, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -78.84091186523438, -93.0999984741211, -93.33333587646484, -92.33333587646484, -74.4888916015625, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -87.02857208251953, -91.30000305175781, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.64286041259766, -100.0, -95.4000015258789, -100.0, -100.0, -80.21428680419922, -100.0, -100.0, -95.0, -100.0, -90.0952377319336, -94.0, -100.0, -100.0, -100.0, -100.0, -82.7272720336914, -100.0, -100.0, -86.5999984741211]"
40,"Couloir prés de salle 1 , 2 , d'ascenceurs privé et salle d'épreuve d'effort et de stress",E2,A,SUD,2026-04-08,636,20,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.05882263183594, -100.0, -100.0, -100.0, -100.0, -82.9800033569336, -100.0, -100.0, -100.0, -100.0, -100.0, -51.05882263183594, -95.66666412353516, -100.0, -100.0, -100.0, -100.0, -94.0, -100.0, -100.0, -100.0, -92.97142791748047, -100.0, -100.0, -100.0, -96.0, -100.0, -100.0, -100.0, -91.97674560546875, -93.8125, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -83.53060913085938, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -72.37255096435547, -100.0, -100.0, -96.71428680419922, -76.87999725341797, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -83.32653045654297, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.5, -92.34210205078125, -100.0, -100.0, -100.0, -100.0, -92.31034851074219, -95.0, -100.0, -100.0, -100.0, -100.0, -69.1568603515625, -100.0, -100.0, -83.65306091308594]"
41,Couloir à gauche des acenceurs privés,E2,A,SUD,2026-04-08,644,20,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -87.21818542480469, -100.0, -100.0, -100.0, -100.0, -95.27999877929688, -100.0, -100.0, -100.0, -100.0, -100.0, -76.0, -94.28571319580078, -100.0, -100.0, -100.0, -100.0, -93.0, -100.0, -100.0, -100.0, -84.71697998046875, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -78.66666412353516, -96.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.3125, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -97.66666412353516, -82.46295928955078, -100.0, -100.0, -96.1875, -91.39534759521484, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -68.87272644042969, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.57142639160156, -100.0, -100.0, -90.8125, -100.0, -100.0, -100.0, -100.0, -94.0, -89.84782409667969, -100.0, -100.0, -100.0, -100.0, -82.20370483398438, -100.0, -100.0, -92.29729461669922]"
42,Couloir vers les soins intensifs e tréanimation et prés des vestiaires,E2,B,NORD,2026-04-08,578,23,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.5, -100.0, -80.7368392944336, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.375, -100.0, -100.0, -82.70454406738281, -88.875, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.96551513671875, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -67.86666870117188, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.0, -100.0, -100.0, -100.0, -94.66666412353516, -100.0, -100.0, -84.56410217285156, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -84.83333587646484, -89.75, -100.0, -100.0, -91.96774291992188, -93.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.5, -100.0, -72.62222290039062, -92.66666412353516, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.19355010986328, -100.0, -100.0, -79.79545593261719, -100.0, -100.0, -100.0, -100.0, -100.0, -91.25, -91.84615325927734, -100.0, -100.0, -100.0, -88.47618865966797, -100.0, -100.0, -92.5]"
43,Couloir près des vestiaires stérilisation et livraison stérilisation et chambre de ménage,E2,B,NORD,2026-04-08,482,23,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.47058868408203, -100.0, -73.1351318359375, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -87.65714263916016, -100.0, -100.0, -87.44117736816406, -82.5526351928711, -91.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.71428680419922, -91.5, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -68.39473724365234, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.76000213623047, -100.0, -94.30000305175781, -100.0, -100.0, -100.0, -100.0, -90.66666412353516, -100.0, -100.0, -100.0, -100.0, -100.0, -93.5, -92.69230651855469, -94.625, -100.0, -100.0, -84.29729461669922, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.81578826904297, -94.81818389892578, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.5, -100.0, -100.0, -90.82142639160156, -100.0, -94.90908813476562, -100.0, -100.0, -100.0, -100.0, -92.0, -100.0, -100.0, -100.0, -92.57142639160156, -100.0, -100.0, -100.0]"
